OFFICE,QUARTER,PROGRAM,CATEGORY,AMOUNT
2018 HON. KEVIN BRADY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223811.16
2018 HON. KEVIN BRADY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,159.8
2018 HON. KEVIN BRADY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22052.15
2018 HON. KEVIN BRADY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3607.81
2018 HON. KEVIN BRADY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21203.19
2018 HON. KEVIN CRAMER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1350.75
2018 HON. KEVIN CRAMER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,304.47
2018 HON. KEVIN CRAMER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6184.26
2018 HON. KEVIN CRAMER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,279742.96
2018 HON. KEVIN CRAMER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,439.12
2018 HON. KEVIN CRAMER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28542.33
2018 HON. KEVIN CRAMER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2411.65
2018 HON. KEVIN CRAMER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22055.41
2018 HON. KEVIN MCCARTHY,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,996.61
2018 HON. KEVIN MCCARTHY,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3282.19
2018 HON. KEVIN MCCARTHY,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12771.01
2018 HON. KEVIN MCCARTHY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,232500
2018 HON. KEVIN MCCARTHY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3461.63
2018 HON. KEVIN MCCARTHY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25774.21
2018 HON. KEVIN MCCARTHY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4278.51
2018 HON. KEVIN MCCARTHY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10153.97
2018 HON. KEVIN YODER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,645
2018 HON. KEVIN YODER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,49845.73
2018 HON. KEVIN YODER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8522
2018 HON. KEVIN YODER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,184729.1
2018 HON. KEVIN YODER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1162.15
2018 HON. KEVIN YODER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18525.92
2018 HON. KEVIN YODER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3789.43
2018 HON. KEVIN YODER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13623.59
2018 HON. KRISTI L. NOEM,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,359.31
2018 HON. KRISTI L. NOEM,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7180
2018 HON. KRISTI L. NOEM,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,284173.61
2018 HON. KRISTI L. NOEM,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,531.4
2018 HON. KRISTI L. NOEM,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15742.05
2018 HON. KRISTI L. NOEM,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3202.7
2018 HON. KRISTI L. NOEM,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,35995.35
2018 HON. KURT SCHRADER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,528.96
2018 HON. KURT SCHRADER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,158.04
2018 HON. KURT SCHRADER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9358
2018 HON. KURT SCHRADER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,254166.61
2018 HON. KURT SCHRADER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,258.3
2018 HON. KURT SCHRADER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20732.35
2018 HON. KURT SCHRADER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1466.07
2018 HON. KURT SCHRADER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4955.03
2018 HON. KYRSTEN SINEMA,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3077.46
2018 HON. KYRSTEN SINEMA,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6782.06
2018 HON. KYRSTEN SINEMA,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5355
2018 HON. KYRSTEN SINEMA,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,244951.84
2018 HON. KYRSTEN SINEMA,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6605.56
2018 HON. KYRSTEN SINEMA,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20285.35
2018 HON. KYRSTEN SINEMA,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1615.33
2018 HON. KYRSTEN SINEMA,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11023.89
2018 HON. LAMAR SMITH,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,782.82
2018 HON. LAMAR SMITH,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,755.39
2018 HON. LAMAR SMITH,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6030
2018 HON. LAMAR SMITH,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,226399.53
2018 HON. LAMAR SMITH,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,391.9
2018 HON. LAMAR SMITH,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19915.59
2018 HON. LAMAR SMITH,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5106.18
2018 HON. LAMAR SMITH,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14009.34
2018 HON. LARRY BUCSHON,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,532.8
2018 HON. LARRY BUCSHON,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,606.28
2018 HON. LARRY BUCSHON,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6885.05
2018 HON. LARRY BUCSHON,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,213372.23
2018 HON. LARRY BUCSHON,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,314.65
2018 HON. LARRY BUCSHON,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21589.74
2018 HON. LARRY BUCSHON,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3151.24
2018 HON. LARRY BUCSHON,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18783.17
2018 HON. LEE M. ZELDIN,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1156.32
2018 HON. LEE M. ZELDIN,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,25269.1
2018 HON. LEE M. ZELDIN,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6735
2018 HON. LEE M. ZELDIN,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230649.98
2018 HON. LEE M. ZELDIN,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25429.17
2018 HON. LEE M. ZELDIN,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30081.99
2018 HON. LEE M. ZELDIN,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3324.92
2018 HON. LEE M. ZELDIN,Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,19.72
2018 HON. LEE M. ZELDIN,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6575.42
2018 HON. LEONARD LANCE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1339.95
2018 HON. LEONARD LANCE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,197.06
2018 HON. LEONARD LANCE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5679
2018 HON. LEONARD LANCE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,218197.15
2018 HON. LEONARD LANCE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,653.35
2018 HON. LEONARD LANCE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27413.74
2018 HON. LEONARD LANCE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2583.5
2018 HON. LEONARD LANCE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9153.19
2018 HON. LINDA T. SANCHEZ,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2317.74
2018 HON. LINDA T. SANCHEZ,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3185.11
2018 HON. LINDA T. SANCHEZ,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10089
2018 HON. LINDA T. SANCHEZ,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,240736.03
2018 HON. LINDA T. SANCHEZ,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2508.38
2018 HON. LINDA T. SANCHEZ,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28435.35
2018 HON. LINDA T. SANCHEZ,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9609.72
2018 HON. LINDA T. SANCHEZ,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6497.78
2018 HON. LISA BLUNT ROCHESTER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4926.7
2018 HON. LISA BLUNT ROCHESTER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,190.02
2018 HON. LISA BLUNT ROCHESTER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10356.85
2018 HON. LISA BLUNT ROCHESTER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,260036.16
2018 HON. LISA BLUNT ROCHESTER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,30367.62
2018 HON. LISA BLUNT ROCHESTER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,41296.85
2018 HON. LISA BLUNT ROCHESTER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4076.74
2018 HON. LISA BLUNT ROCHESTER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6855.41
2018 HON. LIZ CHENEY,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3439.47
2018 HON. LIZ CHENEY,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,247.34
2018 HON. LIZ CHENEY,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8989.4
2018 HON. LIZ CHENEY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,198844.4
2018 HON. LIZ CHENEY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,937.08
2018 HON. LIZ CHENEY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24115.52
2018 HON. LIZ CHENEY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,-8427.28
2018 HON. LIZ CHENEY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32246.02
2018 HON. LLOYD DOGGETT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1299.21
2018 HON. LLOYD DOGGETT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5834.75
2018 HON. LLOYD DOGGETT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8750.93
2018 HON. LLOYD DOGGETT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,238476.4
2018 HON. LLOYD DOGGETT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8849.25
2018 HON. LLOYD DOGGETT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32408.95
2018 HON. LLOYD DOGGETT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2216.4
2018 HON. LLOYD DOGGETT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,0
2018 HON. LLOYD DOGGETT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7336.07
2018 HON. LLOYD SMUCKER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,845.67
2018 HON. LLOYD SMUCKER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4192.75
2018 HON. LLOYD SMUCKER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10005
2018 HON. LLOYD SMUCKER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208506.92
2018 HON. LLOYD SMUCKER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3555.54
2018 HON. LLOYD SMUCKER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20051.13
2018 HON. LLOYD SMUCKER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2074.62
2018 HON. LLOYD SMUCKER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3977.61
2018 HON. LOIS FRANKEL,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,301.5
2018 HON. LOIS FRANKEL,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,577.07
2018 HON. LOIS FRANKEL,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6630
2018 HON. LOIS FRANKEL,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,258208.31
2018 HON. LOIS FRANKEL,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1011.49
2018 HON. LOIS FRANKEL,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17944.39
2018 HON. LOIS FRANKEL,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2548.67
2018 HON. LOIS FRANKEL,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13646.07
2018 HON. LOU BARLETTA,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1188.09
2018 HON. LOU BARLETTA,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1618.73
2018 HON. LOU BARLETTA,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6641.88
2018 HON. LOU BARLETTA,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,225746.08
2018 HON. LOU BARLETTA,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2076.39
2018 HON. LOU BARLETTA,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33905.24
2018 HON. LOU BARLETTA,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,172.1
2018 HON. LOU BARLETTA,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6181.78
2018 HON. LOUIE GOHMERT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1506.99
2018 HON. LOUIE GOHMERT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1030.29
2018 HON. LOUIE GOHMERT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10799
2018 HON. LOUIE GOHMERT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,246023.33
2018 HON. LOUIE GOHMERT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,920.15
2018 HON. LOUIE GOHMERT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21726.88
2018 HON. LOUIE GOHMERT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2992.28
2018 HON. LOUIE GOHMERT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13591.91
2018 HON. LOUISE SLAUGHTER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,600
2018 HON. LOUISE SLAUGHTER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1048.55
2018 HON. LOUISE SLAUGHTER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14137.89
2018 HON. LOUISE SLAUGHTER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,222395.35
2018 HON. LOUISE SLAUGHTER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1098.02
2018 HON. LOUISE SLAUGHTER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25124.53
2018 HON. LOUISE SLAUGHTER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1776.1
2018 HON. LOUISE SLAUGHTER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10755.14
2018 HON. LUCILLE ROYBAL-ALLARD,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7969.87
2018 HON. LUCILLE ROYBAL-ALLARD,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,9692.23
2018 HON. LUCILLE ROYBAL-ALLARD,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10200
2018 HON. LUCILLE ROYBAL-ALLARD,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,218005.67
2018 HON. LUCILLE ROYBAL-ALLARD,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,129.9
2018 HON. LUCILLE ROYBAL-ALLARD,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33232.63
2018 HON. LUCILLE ROYBAL-ALLARD,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3504.61
2018 HON. LUCILLE ROYBAL-ALLARD,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11876.09
2018 HON. LUIS V. GUTIERREZ,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1410
2018 HON. LUIS V. GUTIERREZ,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,409.01
2018 HON. LUIS V. GUTIERREZ,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5449.78
2018 HON. LUIS V. GUTIERREZ,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,241571.53
2018 HON. LUIS V. GUTIERREZ,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,58.5
2018 HON. LUIS V. GUTIERREZ,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19178.82
2018 HON. LUIS V. GUTIERREZ,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7414.79
2018 HON. LUIS V. GUTIERREZ,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3305.22
2018 HON. LUKE MESSER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1404
2018 HON. LUKE MESSER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1055.84
2018 HON. LUKE MESSER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7614
2018 HON. LUKE MESSER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,215830.11
2018 HON. LUKE MESSER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3572.68
2018 HON. LUKE MESSER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15851.94
2018 HON. LUKE MESSER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1104.1
2018 HON. LUKE MESSER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14766.91
2018 HON. LYNN JENKINS,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,256.5
2018 HON. LYNN JENKINS,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2636.83
2018 HON. LYNN JENKINS,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8424
2018 HON. LYNN JENKINS,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234693.32
2018 HON. LYNN JENKINS,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,189.7
2018 HON. LYNN JENKINS,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19811.91
2018 HON. LYNN JENKINS,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1189.85
2018 HON. LYNN JENKINS,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16668.25
2018 HON. MAC THORNBERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3399.08
2018 HON. MAC THORNBERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1282.87
2018 HON. MAC THORNBERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5506.46
2018 HON. MAC THORNBERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,248152.71
2018 HON. MAC THORNBERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,970.89
2018 HON. MAC THORNBERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19451.13
2018 HON. MAC THORNBERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3659.2
2018 HON. MAC THORNBERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16998.85
2018 HON. MADELEINE Z. BORDALLO,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,873
2018 HON. MADELEINE Z. BORDALLO,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,513.64
2018 HON. MADELEINE Z. BORDALLO,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10609.24
2018 HON. MADELEINE Z. BORDALLO,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,190373.35
2018 HON. MADELEINE Z. BORDALLO,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7347.16
2018 HON. MADELEINE Z. BORDALLO,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42285.34
2018 HON. MADELEINE Z. BORDALLO,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7421.79
2018 HON. MADELEINE Z. BORDALLO,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,44445.84
2018 HON. MARC A. VEASEY,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3314.21
2018 HON. MARC A. VEASEY,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,572.04
2018 HON. MARC A. VEASEY,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9243.35
2018 HON. MARC A. VEASEY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,220238.84
2018 HON. MARC A. VEASEY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,687.61
2018 HON. MARC A. VEASEY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25329.19
2018 HON. MARC A. VEASEY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3606.5
2018 HON. MARC A. VEASEY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17569.05
2018 HON. MARCIA FUDGE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,702.74
2018 HON. MARCIA FUDGE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,392.81
2018 HON. MARCIA FUDGE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18682.12
2018 HON. MARCIA FUDGE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,221916.65
2018 HON. MARCIA FUDGE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,700.74
2018 HON. MARCIA FUDGE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32118.16
2018 HON. MARCIA FUDGE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6455.75
2018 HON. MARCIA FUDGE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11823.32
2018 HON. MARCY KAPTUR,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1500
2018 HON. MARCY KAPTUR,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,867.99
2018 HON. MARCY KAPTUR,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8470
2018 HON. MARCY KAPTUR,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208563.34
2018 HON. MARCY KAPTUR,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2167.55
