OFFICE,QUARTER,PROGRAM,CATEGORY,AMOUNT
2018 HON. JOAQUIN CASTRO,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,21178.47
2018 HON. JOAQUIN CASTRO,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9685.14
2018 HON. JOAQUIN CASTRO,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,271665.53
2018 HON. JOAQUIN CASTRO,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,22403.44
2018 HON. JOAQUIN CASTRO,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22220.7
2018 HON. JOAQUIN CASTRO,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2836.33
2018 HON. JOAQUIN CASTRO,Q3,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,0
2018 HON. JOAQUIN CASTRO,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13590.53
2018 HON. JODEY C. ARRINGTON,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3479.12
2018 HON. JODEY C. ARRINGTON,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,21764.49
2018 HON. JODEY C. ARRINGTON,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8535.96
2018 HON. JODEY C. ARRINGTON,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,200016.21
2018 HON. JODEY C. ARRINGTON,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,22236.51
2018 HON. JODEY C. ARRINGTON,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25615.25
2018 HON. JODEY C. ARRINGTON,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5920.78
2018 HON. JODEY C. ARRINGTON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11668.65
2018 HON. JODY B. HICE,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1658.37
2018 HON. JODY B. HICE,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,37111.78
2018 HON. JODY B. HICE,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6270
2018 HON. JODY B. HICE,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,222416.6
2018 HON. JODY B. HICE,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33235.34
2018 HON. JODY B. HICE,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16940.23
2018 HON. JODY B. HICE,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5762.7
2018 HON. JODY B. HICE,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15785.65
2018 HON. JOE BARTON,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,75
2018 HON. JOE BARTON,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,367.68
2018 HON. JOE BARTON,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. JOE BARTON,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,261991.59
2018 HON. JOE BARTON,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,83.1
2018 HON. JOE BARTON,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25582.73
2018 HON. JOE BARTON,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1763.33
2018 HON. JOE BARTON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10267.14
2018 HON. JOE COURTNEY,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,349.5
2018 HON. JOE COURTNEY,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,601.52
2018 HON. JOE COURTNEY,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5597
2018 HON. JOE COURTNEY,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,252999.3
2018 HON. JOE COURTNEY,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5137.24
2018 HON. JOE COURTNEY,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38676.24
2018 HON. JOE COURTNEY,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4259.96
2018 HON. JOE COURTNEY,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8147.34
2018 HON. JOE WILSON,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10888
2018 HON. JOE WILSON,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1099.4
2018 HON. JOE WILSON,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12064
2018 HON. JOE WILSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,214469.2
2018 HON. JOE WILSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,194.8
2018 HON. JOE WILSON,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22863.1
2018 HON. JOE WILSON,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1793.9
2018 HON. JOE WILSON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,0
2018 HON. JOE WILSON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8051.99
2018 HON. JOHN A. YARMUTH,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1309.05
2018 HON. JOHN A. YARMUTH,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,291.69
2018 HON. JOHN A. YARMUTH,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9242.76
2018 HON. JOHN A. YARMUTH,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,233252.75
2018 HON. JOHN A. YARMUTH,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33.5
2018 HON. JOHN A. YARMUTH,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25253.23
2018 HON. JOHN A. YARMUTH,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1133.1
2018 HON. JOHN A. YARMUTH,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9477.66
2018 HON. JOHN ABNEY CULBERSON,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1265.98
2018 HON. JOHN ABNEY CULBERSON,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,61640.04
2018 HON. JOHN ABNEY CULBERSON,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10200
2018 HON. JOHN ABNEY CULBERSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,240981.33
2018 HON. JOHN ABNEY CULBERSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,47853.24
2018 HON. JOHN ABNEY CULBERSON,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37831.12
2018 HON. JOHN ABNEY CULBERSON,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2620.85
2018 HON. JOHN ABNEY CULBERSON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11076.87
2018 HON. JOHN B. LARSON,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1630.17
2018 HON. JOHN B. LARSON,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,518.46
2018 HON. JOHN B. LARSON,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8774.34
2018 HON. JOHN B. LARSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,276834.2
2018 HON. JOHN B. LARSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1636.37
2018 HON. JOHN B. LARSON,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20282.34
2018 HON. JOHN B. LARSON,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3863.02
2018 HON. JOHN B. LARSON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,382.28
2018 HON. JOHN GARAMENDI,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2217.75
2018 HON. JOHN GARAMENDI,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,65686.76
2018 HON. JOHN GARAMENDI,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. JOHN GARAMENDI,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,240233.32
2018 HON. JOHN GARAMENDI,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,49100.64
2018 HON. JOHN GARAMENDI,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38221.97
2018 HON. JOHN GARAMENDI,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2567.41
2018 HON. JOHN GARAMENDI,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15526.53
2018 HON. JOHN H. RUTHERFORD,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,0
2018 HON. JOHN H. RUTHERFORD,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,928.85
2018 HON. JOHN H. RUTHERFORD,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10425
2018 HON. JOHN H. RUTHERFORD,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223180.56
2018 HON. JOHN H. RUTHERFORD,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,407.61
2018 HON. JOHN H. RUTHERFORD,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,9299.14
2018 HON. JOHN H. RUTHERFORD,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2337.44
2018 HON. JOHN H. RUTHERFORD,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6581.38
2018 HON. JOHN J. DUNCAN  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,351
2018 HON. JOHN J. DUNCAN  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,51838.85
2018 HON. JOHN J. DUNCAN  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12058.44
2018 HON. JOHN J. DUNCAN  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,229805.88
2018 HON. JOHN J. DUNCAN  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,29670.95
2018 HON. JOHN J. DUNCAN  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18083.53
2018 HON. JOHN J. DUNCAN  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1281.15
2018 HON. JOHN J. DUNCAN  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8918.13
2018 HON. JOHN J. FASO,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,977.19
2018 HON. JOHN J. FASO,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,48848.51
2018 HON. JOHN J. FASO,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6127.82
2018 HON. JOHN J. FASO,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234933.28
2018 HON. JOHN J. FASO,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33056.46
2018 HON. JOHN J. FASO,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36962.59
2018 HON. JOHN J. FASO,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3479.88
2018 HON. JOHN J. FASO,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9052.94
2018 HON. JOHN K. DELANEY,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,383.85
2018 HON. JOHN K. DELANEY,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,315.72
2018 HON. JOHN K. DELANEY,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5745
2018 HON. JOHN K. DELANEY,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,265924.99
2018 HON. JOHN K. DELANEY,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,79.9
2018 HON. JOHN K. DELANEY,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27247.5
2018 HON. JOHN K. DELANEY,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1236.33
2018 HON. JOHN K. DELANEY,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2229.7
2018 HON. JOHN KATKO,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176
2018 HON. JOHN KATKO,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,47337.5
2018 HON. JOHN KATKO,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10601
2018 HON. JOHN KATKO,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,215863.93
2018 HON. JOHN KATKO,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,52143.99
2018 HON. JOHN KATKO,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24558.42
2018 HON. JOHN KATKO,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1261.67
2018 HON. JOHN KATKO,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12132.18
2018 HON. JOHN LEWIS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1401
2018 HON. JOHN LEWIS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,290.39
2018 HON. JOHN LEWIS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5680
2018 HON. JOHN LEWIS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,258124.93
2018 HON. JOHN LEWIS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,881.9
2018 HON. JOHN LEWIS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36084.83
2018 HON. JOHN LEWIS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4202.14
2018 HON. JOHN LEWIS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10586.73
2018 HON. JOHN P. SARBANES,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176
2018 HON. JOHN P. SARBANES,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31361.93
2018 HON. JOHN P. SARBANES,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18792.26
2018 HON. JOHN P. SARBANES,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,224058.36
2018 HON. JOHN P. SARBANES,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25905.3
2018 HON. JOHN P. SARBANES,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,31454.44
2018 HON. JOHN P. SARBANES,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,-1664.8
2018 HON. JOHN P. SARBANES,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2127.89
2018 HON. JOHN R. CARTER,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1418
2018 HON. JOHN R. CARTER,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,14190.13
2018 HON. JOHN R. CARTER,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10995
2018 HON. JOHN R. CARTER,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,224641.64
2018 HON. JOHN R. CARTER,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,11355.05
2018 HON. JOHN R. CARTER,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26263.46
2018 HON. JOHN R. CARTER,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6190.67
2018 HON. JOHN R. CARTER,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22724.09
2018 HON. JOHN R. CURTIS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1921.82
2018 HON. JOHN R. CURTIS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,168.76
2018 HON. JOHN R. CURTIS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14932
2018 HON. JOHN R. CURTIS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230591.62
2018 HON. JOHN R. CURTIS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2696.95
2018 HON. JOHN R. CURTIS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19026.03
2018 HON. JOHN R. CURTIS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2435.88
2018 HON. JOHN R. CURTIS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,34249.77
2018 HON. JOHN R. MOOLENAAR,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1367.52
2018 HON. JOHN R. MOOLENAAR,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,24526.16
2018 HON. JOHN R. MOOLENAAR,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7445.97
2018 HON. JOHN R. MOOLENAAR,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,227755.04
2018 HON. JOHN R. MOOLENAAR,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33111.1
2018 HON. JOHN R. MOOLENAAR,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22844.08
2018 HON. JOHN R. MOOLENAAR,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2060.44
2018 HON. JOHN R. MOOLENAAR,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12321.13
2018 HON. JOHN RATCLIFFE,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4229.85
2018 HON. JOHN RATCLIFFE,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,20739.64
2018 HON. JOHN RATCLIFFE,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10305
2018 HON. JOHN RATCLIFFE,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,284736.69
2018 HON. JOHN RATCLIFFE,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,73.2
2018 HON. JOHN RATCLIFFE,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13280.58
2018 HON. JOHN RATCLIFFE,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2154.26
2018 HON. JOHN RATCLIFFE,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26059.58
2018 HON. JOHN SHIMKUS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1623.6
2018 HON. JOHN SHIMKUS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1159.67
2018 HON. JOHN SHIMKUS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6690
2018 HON. JOHN SHIMKUS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,286970.87
2018 HON. JOHN SHIMKUS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,191.5
2018 HON. JOHN SHIMKUS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18371.21
2018 HON. JOHN SHIMKUS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,732.27
2018 HON. JOHN SHIMKUS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4352.11
2018 HON. JOSE E. SERRANO,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,645
2018 HON. JOSE E. SERRANO,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,209.34
2018 HON. JOSE E. SERRANO,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5966.51
2018 HON. JOSE E. SERRANO,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,226116.48
2018 HON. JOSE E. SERRANO,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,127.78
2018 HON. JOSE E. SERRANO,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36690.62
2018 HON. JOSE E. SERRANO,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,373.21
2018 HON. JOSE E. SERRANO,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3960.56
2018 HON. JOSEPH CROWLEY,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,137
2018 HON. JOSEPH CROWLEY,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,42.65
2018 HON. JOSEPH CROWLEY,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. JOSEPH CROWLEY,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,282179.11
2018 HON. JOSEPH CROWLEY,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,424.75
2018 HON. JOSEPH CROWLEY,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37690.93
2018 HON. JOSEPH CROWLEY,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2275.85
2018 HON. JOSEPH CROWLEY,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8040.45
2018 HON. JOSEPH P. KENNEDY  III,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,466.5
2018 HON. JOSEPH P. KENNEDY  III,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,195.09
2018 HON. JOSEPH P. KENNEDY  III,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6704.87
2018 HON. JOSEPH P. KENNEDY  III,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,284218.02
2018 HON. JOSEPH P. KENNEDY  III,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,78.65
2018 HON. JOSEPH P. KENNEDY  III,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22925.78
2018 HON. JOSEPH P. KENNEDY  III,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2125.07
2018 HON. JOSEPH P. KENNEDY  III,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3691.19
2018 HON. JOSH S. GOTTHEIMER,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1302.58
2018 HON. JOSH S. GOTTHEIMER,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1114.43
2018 HON. JOSH S. GOTTHEIMER,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8840.2
2018 HON. JOSH S. GOTTHEIMER,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,257115.33
2018 HON. JOSH S. GOTTHEIMER,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,32970.03
2018 HON. JOSH S. GOTTHEIMER,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37226.09
2018 HON. JOSH S. GOTTHEIMER,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7597.14
2018 HON. JOSH S. GOTTHEIMER,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8841.99
2018 HON. JOYCE BEATTY,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,301.5
2018 HON. JOYCE BEATTY,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,36.06
2018 HON. JOYCE BEATTY,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6356.64
2018 HON. JOYCE BEATTY,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,239291.67
2018 HON. JOYCE BEATTY,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,26538.03
2018 HON. JOYCE BEATTY,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28635.01
2018 HON. JOYCE BEATTY,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7421.89
2018 HON. JOYCE BEATTY,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9407.29
2018 HON. JUAN VARGAS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,996
2018 HON. JUAN VARGAS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17208.59
2018 HON. JUAN VARGAS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9573.25
2018 HON. JUAN VARGAS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,227711.42
2018 HON. JUAN VARGAS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,30691.66
2018 HON. JUAN VARGAS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26218.39
2018 HON. JUAN VARGAS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,431.24
2018 HON. JUAN VARGAS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15330.53
2018 HON. JUDY CHU,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,922.5
