OFFICE,QUARTER,PROGRAM,CATEGORY,AMOUNT
2018 HON. KATHERINE M. CLARK,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,246761.38
2018 HON. KATHERINE M. CLARK,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,120
2018 HON. KATHERINE M. CLARK,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19366.24
2018 HON. KATHERINE M. CLARK,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,282.42
2018 HON. KATHERINE M. CLARK,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2315.56
2018 HON. KATHLEEN M. RICE,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,360
2018 HON. KATHLEEN M. RICE,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,39.36
2018 HON. KATHLEEN M. RICE,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6280
2018 HON. KATHLEEN M. RICE,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,205216.13
2018 HON. KATHLEEN M. RICE,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1085.65
2018 HON. KATHLEEN M. RICE,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16493.23
2018 HON. KATHLEEN M. RICE,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4460.33
2018 HON. KATHLEEN M. RICE,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4728.41
2018 HON. KATHY CASTOR,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,984.66
2018 HON. KATHY CASTOR,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6175.36
2018 HON. KATHY CASTOR,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7555
2018 HON. KATHY CASTOR,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230952.71
2018 HON. KATHY CASTOR,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13070.34
2018 HON. KATHY CASTOR,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18102.89
2018 HON. KATHY CASTOR,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3523.11
2018 HON. KATHY CASTOR,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12195.66
2018 HON. KAY GRANGER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,884.1
2018 HON. KAY GRANGER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,116.96
2018 HON. KAY GRANGER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7350
2018 HON. KAY GRANGER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,247168.79
2018 HON. KAY GRANGER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,843.3
2018 HON. KAY GRANGER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14980.41
2018 HON. KAY GRANGER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4951.15
2018 HON. KAY GRANGER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14637.47
2018 HON. KEITH ELLISON,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,583.41
2018 HON. KEITH ELLISON,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,102.94
2018 HON. KEITH ELLISON,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10724
2018 HON. KEITH ELLISON,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,265755.49
2018 HON. KEITH ELLISON,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,40
2018 HON. KEITH ELLISON,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15449.35
2018 HON. KEITH ELLISON,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3282.73
2018 HON. KEITH ELLISON,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7524.36
2018 HON. KEITH J. ROTHFUS,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1103.52
2018 HON. KEITH J. ROTHFUS,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11394.02
2018 HON. KEITH J. ROTHFUS,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3780
2018 HON. KEITH J. ROTHFUS,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,204102.76
2018 HON. KEITH J. ROTHFUS,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,304.97
2018 HON. KEITH J. ROTHFUS,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14684.26
2018 HON. KEITH J. ROTHFUS,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2515.78
2018 HON. KEITH J. ROTHFUS,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6247.51
2018 HON. KEN BUCK,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,456.99
2018 HON. KEN BUCK,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,88.71
2018 HON. KEN BUCK,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3931.49
2018 HON. KEN BUCK,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,188174.44
2018 HON. KEN BUCK,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,526.56
2018 HON. KEN BUCK,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15384.78
2018 HON. KEN BUCK,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1251.95
2018 HON. KEN BUCK,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14678.42
2018 HON. KEN CALVERT,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176
2018 HON. KEN CALVERT,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13133.69
2018 HON. KEN CALVERT,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3720
2018 HON. KEN CALVERT,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,207341.47
2018 HON. KEN CALVERT,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,17335.68
2018 HON. KEN CALVERT,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15614.44
2018 HON. KEN CALVERT,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3190.09
2018 HON. KEN CALVERT,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20241.85
2018 HON. KENNY MARCHANT,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1284
2018 HON. KENNY MARCHANT,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,109.76
2018 HON. KENNY MARCHANT,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4373.28
2018 HON. KENNY MARCHANT,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,222841.4
2018 HON. KENNY MARCHANT,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,884.37
2018 HON. KENNY MARCHANT,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17960.73
2018 HON. KENNY MARCHANT,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3654.63
2018 HON. KENNY MARCHANT,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5427.58
2018 HON. KEVIN BRADY,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,669
2018 HON. KEVIN BRADY,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,189.7
2018 HON. KEVIN BRADY,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4370
2018 HON. KEVIN BRADY,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,202590
2018 HON. KEVIN BRADY,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,561.4
2018 HON. KEVIN BRADY,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15873.61
2018 HON. KEVIN BRADY,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3702.84
2018 HON. KEVIN BRADY,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10151.62
2018 HON. KEVIN CRAMER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1350.75
2018 HON. KEVIN CRAMER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,84.61
2018 HON. KEVIN CRAMER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4101.62
2018 HON. KEVIN CRAMER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,226158.91
2018 HON. KEVIN CRAMER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,671.8
2018 HON. KEVIN CRAMER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20910.29
2018 HON. KEVIN CRAMER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5465.78
2018 HON. KEVIN CRAMER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18742.86
2018 HON. KEVIN MCCARTHY,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,896.61
2018 HON. KEVIN MCCARTHY,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,819.56
2018 HON. KEVIN MCCARTHY,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13542.96
2018 HON. KEVIN MCCARTHY,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,211183.33
2018 HON. KEVIN MCCARTHY,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2599.66
2018 HON. KEVIN MCCARTHY,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22709.34
2018 HON. KEVIN MCCARTHY,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6923.36
2018 HON. KEVIN MCCARTHY,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6462.58
2018 HON. KEVIN YODER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,506
2018 HON. KEVIN YODER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2612.19
2018 HON. KEVIN YODER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5520
2018 HON. KEVIN YODER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,206311.55
2018 HON. KEVIN YODER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1353.88
2018 HON. KEVIN YODER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13362.05
2018 HON. KEVIN YODER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1814.31
2018 HON. KEVIN YODER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4693.57
2018 HON. KRISTI L. NOEM,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,123.21
2018 HON. KRISTI L. NOEM,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4920
2018 HON. KRISTI L. NOEM,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,255325.41
2018 HON. KRISTI L. NOEM,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,29.95
2018 HON. KRISTI L. NOEM,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10990.36
2018 HON. KRISTI L. NOEM,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2428.05
2018 HON. KRISTI L. NOEM,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12496.55
2018 HON. KURT SCHRADER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,558
2018 HON. KURT SCHRADER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,747.41
2018 HON. KURT SCHRADER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7398
2018 HON. KURT SCHRADER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,241011.1
2018 HON. KURT SCHRADER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,224.8
2018 HON. KURT SCHRADER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19266.75
2018 HON. KURT SCHRADER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1736.04
2018 HON. KURT SCHRADER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4058.91
2018 HON. KYRSTEN SINEMA,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1496.62
2018 HON. KYRSTEN SINEMA,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,480.74
2018 HON. KYRSTEN SINEMA,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5355
2018 HON. KYRSTEN SINEMA,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,249136.72
2018 HON. KYRSTEN SINEMA,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,289.85
2018 HON. KYRSTEN SINEMA,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20067.14
2018 HON. KYRSTEN SINEMA,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7701.75
2018 HON. KYRSTEN SINEMA,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9788.37
2018 HON. LAMAR SMITH,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,782.82
2018 HON. LAMAR SMITH,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1885.1
2018 HON. LAMAR SMITH,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4270
2018 HON. LAMAR SMITH,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,226977.44
2018 HON. LAMAR SMITH,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,551.9
2018 HON. LAMAR SMITH,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13622.56
2018 HON. LAMAR SMITH,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1743.19
2018 HON. LAMAR SMITH,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4136.65
2018 HON. LARRY BUCSHON,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,532.8
2018 HON. LARRY BUCSHON,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18685.4
2018 HON. LARRY BUCSHON,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4157.1
2018 HON. LARRY BUCSHON,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,214642.21
2018 HON. LARRY BUCSHON,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16980.09
2018 HON. LARRY BUCSHON,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2074.49
2018 HON. LARRY BUCSHON,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10777.3
2018 HON. LEE M. ZELDIN,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1156.32
2018 HON. LEE M. ZELDIN,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,745.37
2018 HON. LEE M. ZELDIN,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4875
2018 HON. LEE M. ZELDIN,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,243802.22
2018 HON. LEE M. ZELDIN,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1134.91
2018 HON. LEE M. ZELDIN,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21948.12
2018 HON. LEE M. ZELDIN,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3348.65
2018 HON. LEE M. ZELDIN,Q1,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,53.64
2018 HON. LEE M. ZELDIN,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2423.23
2018 HON. LEONARD LANCE,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1311.15
2018 HON. LEONARD LANCE,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,148.18
2018 HON. LEONARD LANCE,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3720
2018 HON. LEONARD LANCE,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,212561.27
2018 HON. LEONARD LANCE,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,708.75
2018 HON. LEONARD LANCE,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25795.14
2018 HON. LEONARD LANCE,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2086.54
2018 HON. LEONARD LANCE,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4188.08
2018 HON. LINDA T. SANCHEZ,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2153.24
2018 HON. LINDA T. SANCHEZ,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,375.23
2018 HON. LINDA T. SANCHEZ,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6620
2018 HON. LINDA T. SANCHEZ,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,175749.3
2018 HON. LINDA T. SANCHEZ,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,40
2018 HON. LINDA T. SANCHEZ,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16574.02
2018 HON. LINDA T. SANCHEZ,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4045.18
2018 HON. LINDA T. SANCHEZ,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20227.75
2018 HON. LISA BLUNT ROCHESTER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,950.7
2018 HON. LISA BLUNT ROCHESTER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,63.78
2018 HON. LISA BLUNT ROCHESTER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3595
2018 HON. LISA BLUNT ROCHESTER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,232668.09
2018 HON. LISA BLUNT ROCHESTER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4025.21
2018 HON. LISA BLUNT ROCHESTER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19422.79
2018 HON. LISA BLUNT ROCHESTER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2410.38
2018 HON. LISA BLUNT ROCHESTER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4249.2
2018 HON. LIZ CHENEY,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1296
2018 HON. LIZ CHENEY,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,175.92
2018 HON. LIZ CHENEY,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7138.24
2018 HON. LIZ CHENEY,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,191351.07
2018 HON. LIZ CHENEY,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,109.9
2018 HON. LIZ CHENEY,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13382.75
2018 HON. LIZ CHENEY,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16372.32
2018 HON. LIZ CHENEY,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16805.13
2018 HON. LLOYD DOGGETT,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1299.21
2018 HON. LLOYD DOGGETT,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3951.16
2018 HON. LLOYD DOGGETT,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6547.93
2018 HON. LLOYD DOGGETT,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,221097.02
2018 HON. LLOYD DOGGETT,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1524.25
2018 HON. LLOYD DOGGETT,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28874.8
2018 HON. LLOYD DOGGETT,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6045.19
2018 HON. LLOYD DOGGETT,Q1,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,175
2018 HON. LLOYD DOGGETT,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4166.39
2018 HON. LLOYD SMUCKER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,845.67
2018 HON. LLOYD SMUCKER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2698.31
2018 HON. LLOYD SMUCKER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10005
2018 HON. LLOYD SMUCKER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,192513.91
2018 HON. LLOYD SMUCKER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2252.94
2018 HON. LLOYD SMUCKER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17369.56
2018 HON. LLOYD SMUCKER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,771.79
2018 HON. LLOYD SMUCKER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1373.88
2018 HON. LOIS FRANKEL,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,241.5
2018 HON. LOIS FRANKEL,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,290.87
2018 HON. LOIS FRANKEL,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4420
2018 HON. LOIS FRANKEL,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,254882.23
2018 HON. LOIS FRANKEL,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,374.34
2018 HON. LOIS FRANKEL,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,11934.22
2018 HON. LOIS FRANKEL,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1063.83
2018 HON. LOIS FRANKEL,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3013.41
2018 HON. LOU BARLETTA,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1188.09
2018 HON. LOU BARLETTA,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7665.57
2018 HON. LOU BARLETTA,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7210.91
2018 HON. LOU BARLETTA,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,232883.04
2018 HON. LOU BARLETTA,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,788.78
2018 HON. LOU BARLETTA,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18414.58
2018 HON. LOU BARLETTA,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,790.09
2018 HON. LOU BARLETTA,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2213.48
2018 HON. LOUIE GOHMERT,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1506.99
2018 HON. LOUIE GOHMERT,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,773.3
2018 HON. LOUIE GOHMERT,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11742.8
2018 HON. LOUIE GOHMERT,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,244448.01
2018 HON. LOUIE GOHMERT,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,268.16
2018 HON. LOUIE GOHMERT,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15499.36
2018 HON. LOUIE GOHMERT,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3372.76
2018 HON. LOUIE GOHMERT,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9597.78
2018 HON. LOUISE SLAUGHTER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,600
2018 HON. LOUISE SLAUGHTER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,363.01
2018 HON. LOUISE SLAUGHTER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12782.74
2018 HON. LOUISE SLAUGHTER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234283.38
2018 HON. LOUISE SLAUGHTER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1548.4
2018 HON. LOUISE SLAUGHTER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23930.13
2018 HON. LOUISE SLAUGHTER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3444.7
2018 HON. LOUISE SLAUGHTER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2859.79
